Id,Title,Body,AcceptedAnswer,SDLC
8005085,"convert xml response (from ZohoCRM) to simple ""key=value"" pairs (for SurveyGizmo) using php or Zoho Creator","<p>This deals with exchanging data between two web services.</p>

<p>I'm stumped as to where to even start.  Any assistance, pointers, or even complete solutions :) much appreciated.</p>

<p>I'll describe in plain language...</p>

<p>SurveyGizmo can post (insert) data to ZohoCRM.</p>

<p>After insert, Zoho responds with either an xml response that includes an ID of the inserted record.</p>

<p>Gizmo needs that ID for subsequent updates.</p>

<p>The problem is, Gizmo will only accept a response in a simple ""key1=value1,key2=value2"" format.</p>

<p>I'd like to have a php script on my server (or ZohoCreator deluge script) receive Gizmo's post, pass it through to ZohoCRM, receive the xml response from Zoho, convert it to key=value, and return it to Gizmo.</p>

<p>This is what Gizmo posts to ZohoCRM:</p>

<pre><code>https://crm.zoho.com/crm/private/xml/Cases/insertRecords?newFormat=2&amp;apikey=KEYGOESHERE&amp;ticket=TICKETGOESHERE&amp;duplicateCheck=2&amp;xmlData=
&lt;Cases&gt;
&lt;row no=""1""&gt;
&lt;FL val=""WHOID""&gt;contactidrelatedtocasebeinginserted&lt;/FL&gt;
&lt;FL val=""Subject""&gt;mysubject&lt;/FL&gt;
&lt;FL val=""Project""&gt;myproject&lt;/FL&gt;
&lt;FL val=""Case Owner""&gt;myemail&lt;/FL&gt;
&lt;/row&gt;
&lt;/Cases&gt;
</code></pre>

<p>This is what Zoho CRM responds after insert:</p>

<p>(the 00000 from Id is what I need to return to Gizmo as ""Id=000000""):</p>

<pre><code>&lt;response uri=""/crm/private/xml/Cases/insertRecords""&gt;
&lt;result&gt;
&lt;message&gt;Record(s) inserted successfully&lt;/message&gt;
&lt;recorddetail&gt;
&lt;FL val=""Id""&gt;00000&lt;/FL&gt;
&lt;FL val=""Created Time""&gt;2011-11-03 20:14:44&lt;/FL&gt;
&lt;FL val=""Modified Time""&gt;2011-11-03 21:34:39&lt;/FL&gt;
&lt;FL val=""Created By""&gt;
&lt;![CDATA[ Bamboo ]]&gt;
&lt;/FL&gt;
&lt;FL val=""Modified By""&gt;
&lt;![CDATA[ Bamboo ]]&gt;
&lt;/FL&gt;
&lt;/recorddetail&gt;
&lt;/result&gt;
&lt;/response&gt;
</code></pre>

<h2>Thank you so much.</h2>

<p>Below is a script I've been using elsewhere.  I'm just not sure where to put the xml parser to echo the ID response back to the posting url.</p>

<pre><code>////
/////note: the whole point of the script was to fix the hyphen to underscore in smtp-id so zoho would accept sendgrid
////
 define('POSTURL', 'https://creator.zoho.com/api/xml/USERNAME/test/add/');
 define('POSTVARS', '');  // POST VARIABLES TO BE SENT
 // INITIALIZE ALL VARS
 $event='';
 $email='';
 $response='';
 $attempt='';
 $url='';
 $status='';
 $reason='';
 $type='';
 $category='';
 $zoho_email_id='';
 $smtp_id='';
 $timestamp='';
 $ch='';
 $Rec_Data='';
 $Temp_Output='';

 if($_SERVER['REQUEST_METHOD']==='POST') {  // REQUIRE POST OR DIE
 if(isset($_POST['event'])) $event=$_POST['event'];  // GET event INTO VAR 
 if(isset($_POST['email'])) $email=$_POST['email'];  // GET email INTO VAR 
 if(isset($_POST['response'])) $response=$_POST['response'];  // GET response INTO VAR 
 if(isset($_POST['attempt'])) $attempt=$_POST['attempt'];  // GET attempt INTO VAR 
 if(isset($_POST['url'])) $url=$_POST['url'];  // GET url INTO VAR 
 if(isset($_POST['status'])) $status=$_POST['status'];  // GET status INTO VAR 
 if(isset($_POST['reason'])) $reason=$_POST['reason'];  // GET reason INTO VAR 
 if(isset($_POST['type'])) $type=$_POST['type'];  // GET type INTO VAR 
 if(isset($_POST['category'])) $category=$_POST['category'];  // GET category INTO VAR 
 if(isset($_POST['zoho_email_id'])) $zoho_email_id=$_POST['zoho_email_id'];  // GET zoho_email_id INTO VAR 
 if(isset($_POST['smtp-id'])) $smtp_id=$_POST['smtp-id'];  // GET smtp-id INTO VAR 
 if(isset($_POST['timestamp'])) $timestamp=$_POST['timestamp'];  // GET timestamp INTO VAR 

 $ch = curl_init(POSTURL);
 curl_setopt($ch, CURLOPT_POST      ,1);
 curl_setopt($ch, CURLOPT_POSTFIELDS    ,'apikey=APIKEY&amp;zc_ownername=USERNAME&amp;event='.$event.'&amp;email='.$email.'&amp;response='.$response.'&amp;attempt='.$attempt.'&amp;url='.$url.'&amp;status='.$status.'&amp;reason='.$reason.'&amp;type='.$type.'&amp;category='.$category.'&amp;zoho_email_id='.$zoho_email_id.'&amp;smtp_id='.$smtp_id.'&amp;timestamp='.$timestamp);
 curl_setopt($ch, CURLOPT_FOLLOWLOCATION  ,1); 
 curl_setopt($ch, CURLOPT_HEADER      ,0);  // DO NOT RETURN HTTP HEADERS 
 curl_setopt($ch, CURLOPT_RETURNTRANSFER  ,1);  // RETURN THE CONTENTS OF THE CALL
 $Rec_Data = curl_exec($ch);

 ob_start();
 header(""Content-Type: text/html"");
 $Temp_Output = ltrim(rtrim(trim(strip_tags(trim(preg_replace ( ""/\s\s+/"" , "" "" , html_entity_decode($Rec_Data)))),""\n\t\r\h\v\0 "")), ""%20"");
 $Temp_Output = ereg_replace (' +', ' ', trim($Temp_Output));
 $Temp_Output = ereg_replace(""[\r\t\n]"","""",$Temp_Output);
 $Temp_Output = substr($Temp_Output,307,200);
 echo $Temp_Output;
 $Final_Out=ob_get_clean();
 echo $Final_Out;  
 curl_close($ch);
} else die('Blah! That didn't work!');

exit;
</code></pre>
",,3__development
8040701,Salesforce apex - how to determine if a field is set to be tracked in Chatter?,"<p>I'm writing triggers / classes to post field change notifications to the Chatter feeds of objects related to the object undergoing change (e.g. posting a field update of an Opportunity to its related Account is changed).</p>

<p>I've written the code to compare the before and after values and post feed updates for the values that have changed just fine.  But I only want to post updates for fields that are set to be ""tracked"" in Chatter (Setup -> Customize -> Chatter -> Feed Tracking).  </p>

<p>How can I get at these settings in Apex?</p>

<p>(It's possible to call isFeedEnabled() on an object to see if Chatter is enabled for that object.  But I don't see any way to tell if an individual field is set to have its updates posted to the feed)</p>

<p>Cheers,
Ray</p>
",,3__development
8067099,How to add Search layouts in Salesforce package,"<p>I was experimenting with the salesforce Package creation (Upload) and installation. I have done some important changes in Opportunity &amp; Products <strong>Search layouts</strong> and I wish them to get added in the final Package. When I am creating the package I am able to add only the following Components.<br>
Analytic Snapshot<br>
Apex Class<br>
Apex sharing Reason<br>
Apex Trigger<br>
App<br>
Button or Link<br>
Custom Field<br>
Custom Object<br>
Custom Report Type<br>
Custom Setting<br>
Dashboard<br>
Document<br>
Email Template<br>
Field Set<br>
Folder<br>
Home Page Component<br>
Home Page Layout<br>
Letterhead<br>
List view<br>
Page Layout<br>
Permission Set<br>
Profile Settings<br>
Record Type<br>
Remote Site<br>
Report<br>
S-Control<br>
Static Resource<br>
Tab<br>
Validation Rule<br>
Visualforce Component<br>
Visualforce Page<br>
Workflow Email Alert<br>
Workflow Field Update<br>
Workflow Outbound Message<br>
Workflow Rule<br>
Workflow Task<br><br>
I have tried my best but was unable to add the <strong>Search Layouts</strong> into my package.
Please Help!</p>
",,3__development
8123314,Posting data in PHP Curl,"<p>I am trying to post the content in a file as a param using PHP CURL.</p>

<p>The data gets posted but Zoho opens a blank document instead of the one I'm trying to open.</p>

<p>I believe its because I am providing invalid input the <code>$post_data['content']</code> variable.</p>

<p><code>$post_data['content']  = ""@/c:/xampp/htdocs/site/a.doc"";</code></p>

<p>Zoho opens a blank document when the content received is empty according to what it says in the ZOHO API.</p>

<p>My code is given below for reference.
    &lt;</p>

<pre><code>?php   
        $post_data['content']  = ""@/c:/xampp/htdocs/site/a.doc"";
        $post_data['apikey']   = '[MY API KEY IS HERE]';
        $post_data['output']   = 'url';
        $post_data['filename'] = ""a.doc"";
        $post_data['id']       = '12345678';
        $post_data['format']   = ""doc"";
        $post_data['saveurl']  = 'https://localhost/researchPortal/tmp/save.php';
        $post_data['agentname'] = 'ZRemoteAgent';
        $post_data['mode']   = ""normaledit"";

        foreach ( $post_data as $key =&gt; $value)
        {
            $post_items[] = $key . '=' . $value;
        }

        $post_string = implode ('&amp;', $post_items);



    //create cURL connection
$curl_connection =  curl_init('https://exportwriter.zoho.com/remotedoc.im');

//set options
curl_setopt($curl_connection, CURLOPT_CONNECTTIMEOUT, 30);
curl_setopt($curl_connection, CURLOPT_USERAGENT,  ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)"");
curl_setopt($curl_connection, CURLOPT_RETURNTRANSFER, true);
curl_setopt($curl_connection, CURLOPT_SSL_VERIFYPEER, false);
curl_setopt($curl_connection, CURLOPT_FOLLOWLOCATION, 1);

//set data to be posted
curl_setopt($curl_connection, CURLOPT_POSTFIELDS, $post_string);

//perform our request
$result = curl_exec($curl_connection);

                echo $result;

//close the connection
curl_close($curl_connection);

?&gt;
</code></pre>
","<p>My guess would be change</p>

<p><code>curl_setopt($curl_connection, CURLOPT_POSTFIELDS, $post_string);</code></p>

<p>to </p>

<p><code>curl_setopt($curl_connection, CURLOPT_POSTFIELDS, $post_data);</code></p>

<p>Im guessing converting it into a string is making curl not upload the file with the magic @
<a href=""http://dtbaker.com.au/random-bits/uploading-a-file-using-curl-in-php.html"" rel=""nofollow"">http://dtbaker.com.au/random-bits/uploading-a-file-using-curl-in-php.html</a></p>
",3__development
8430681,Chatter : getDeleted EntitySubscription and FeedLike,"<p>There are no triggers available on EntitySubscription and FeedLike objects, so there's no way available to log deletion of these objects. </p>

<p>Is there a way to determine the deleted entity subscription and feedlike records for a specific period of time ie say a api call that gives last xhrs deleted records.</p>

<p>I tried using ALL ROWS and Isdeleted=true clause with  EntitySubscription to retrieve deleted records, but it's not working. </p>
",,3__development
8430696,Chatter : SOQL for fetching CommentLikes,"<p>I have requirement to fetch comment likes. I'm not able to figure out on how to retrieve commentlikes.</p>

<p>FeedLike object represents likes. You can't query FeedLike records directly. They can only be queried via the parent NewsFeed, UserProfileFeed, or entity feed, such as AccountFeed.</p>

<p>So to query FeedPost likes, use following:</p>

<pre><code>SELECT Id, (SELECT Id, CreatedById, CreatedDate, FeedItemId, FeedEntityId FROM FeedLikes) FROM UserFeed
</code></pre>

<p>to query group post likes, use following:</p>

<pre><code>SELECT Id, (SELECT Id, CreatedById, CreatedDate, FeedItemId, FeedEntityId FROM FeedLikes) FROM CollaborationGroupFeed
</code></pre>

<p>How to retrieve comment likes?</p>
",,3__development
8657698,Detect Whether User Is Running Sales Or Service Cloud On Salesforce,"<p>We have a formula field against contact records in Salesforce that needs to be different based on whether the record is being viewed in the Sales Cloud or the Service Cloud Console.</p>

<p>Is there a way to detect whether you are running under Sales Cloud or Service Cloud so the formula can be substituted?</p>
","<p>I'm quite sure you cannot do this using a formula field.
You can do this in custom code/controller by checking the URL parameter named isdtp , if you are in console it will be set to 'vw' or 'nv'.</p>

<p>Hope this helps.</p>
",6__maintenance
8980486,"Zoho Remote API - cannot save files back to our server - ""Document format not supported. Error in saving content.""","<p>I'm running into a problem using the remote api to save documents.  I've managed to set up a session and open the document inside Zoho.  But when my users try to save the document within Zoho, Zoho gives the following error:</p>

<p><strong>""Document format not supported. Error in saving content.""</strong></p>

<p>This happens for both .doc and .txt files (the only two I've tried so far).  The save routine appears to die within Zoho somewhere...my servlet that is supposed to get the files back from Zoho never reports receiving any POSTs at all.  </p>

<p>Please note that I'm not asking Zoho to convert file formats...I am handing it a .doc and asking for a .doc back, or handing it a .txt and asking it for a .txt back.</p>

<p>Here are my log entries from setting up the Zoho session.....as you can see, everything appears to be working.</p>

<p><strong>Log:</strong></p>

<pre><code>20120123 15:37:26 DEBUG [ajp-8009-6] (ZohoAPI)  - setupPrivateEditor using following for POST:
apikey: [redacted]
output: url
mode: normaledit
filename: Test_Doc_06.doc
documentid: 31101
id: 31101
lang: en
format: doc
saveurl: https://app.bizmarx.net/Bizmarx/bizmarx/saveZohoDocument

20120123 15:37:26 DEBUG [ajp-8009-6] (ZohoAPI)  - setupPrivateEditor executing POST
20120123 15:37:28 DEBUG [ajp-8009-6] (ZohoAPI)  - setupPrivateEditor sees response status: 200  :  OK
20120123 15:37:28 DEBUG [ajp-8009-6] (ZohoAPI)  - setupPrivateEditor:  full response string seen as:
URL=[redacted, but functional during testing]
WARNING=NULL
RESULT=TRUE
</code></pre>

<p><strong>Zoho Remote API References:</strong></p>

<p>These are the documents I'm using to put together my requests.  Unfortunately, they don't provide a sandbox, so I can't verify exactly what they're seeing on their end.  </p>

<p>To set up the private editing session, I'm using the multipart form submit described here: <a href=""https://apihelp.wiki.zoho.com/Open-Document.html"" rel=""nofollow"">https://apihelp.wiki.zoho.com/Open-Document.html</a>.  The java code I'm using to put this together is:</p>

<pre><code>MultipartEntity paramsEntity = new MultipartEntity();

paramsEntity.addPart(""apikey"", new StringBody(apiKey));
paramsEntity.addPart(""output"", new StringBody(outputType));
paramsEntity.addPart(""mode"", new StringBody(modeType));
paramsEntity.addPart(""filename"", new StringBody(fileName));
paramsEntity.addPart(""documentid"", new StringBody(uid));
paramsEntity.addPart(""id"", new StringBody(uid));
paramsEntity.addPart(""lang"", new StringBody(langType));
paramsEntity.addPart(""format"", new StringBody( type ));
paramsEntity.addPart(""saveurl"", new StringBody(saveURL));

paramsEntity.addPart(""content"", new FileBody(documentFile));

post.setEntity(paramsEntity);

response = httpClient.execute(post);
</code></pre>

<p>To save the file after the user is done editing it, I'm following the details given by Zoho (can't post URL because this is a new account), though I'm just using an httpservlet to listen for POSTs instead of setting up a new action page.  However, even if this were to cause problems, it doesn't appear to be the problem now, since my servers never report getting pinged by Zoho at all.  </p>

<p>Has anyone run into this problem before?  Is my initial POST somehow malformed in such a way that the document will still load in Zoho fine, but Zoho isn't sure where or how to save it?  Thanks!</p>
",,3__development
9041860,Using third-party SDK's for Objective-C in Xamarin?,"<p>I'm a C# developer. I don't have any experience in iOS development and I've been given a project to make an iPad app that sends data to Quickbase. I know there are SDK's out there for Objective-C, Java, and others... but can I use one in Xamarin? </p>
",,2__design
9054254,OAuth lib for Chrome Extensions and Salesforce API,"<p>I'm try to authorize to Salesforce APIs using the <a href=""http://code.google.com/chrome/extensions/tut_oauth.html"" rel=""nofollow"">Chrome Extension OAuth Library</a>, but I get the following response from Salesforce when I send a signed request using oauth.sendSignedRequest() method:</p>

<pre><code>&lt;response&gt;&lt;error&gt;LOGIN_OAUTH_INVALID_DSIG&lt;/error&gt;&lt;message&gt;Failed: Signature Invalid&lt;/message&gt;&lt;/response&gt;
</code></pre>

<p>Any thoughts on what could be causing this?</p>
","<p>I ended up creating my OAuth 2.0 Library for Chrome Extension that works fine with Salesforce.  Ping me if you would like to get a copy of the library.</p>
",3__development
